Position,Track Name,Artist,Streams,date,region,spotify_id
125,Legends,Juice WRLD,1969364,2018-10-26--2018-11-02,us,1Knctxx9vGZxpZfF66BIEa
126,HUMBLE.,Kendrick Lamar,1963042,2018-10-26--2018-11-02,us,7KXjTSCq5nL1LoYtL7XAwS
127,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,1942301,2018-10-26--2018-11-02,us,7IBSffWIu7P2MC7kMwy2FM
128,Nowadays (feat. Landon Cube),Lil Skies,1928249,2018-10-26--2018-11-02,us,2u7mxWSeoqTXndK5e08jMp
129,Candy Paint,Post Malone,1928041,2018-10-26--2018-11-02,us,32lItqlMi4LBhb4k0BaSaC
130,Happy Now,Kygo,1921637,2018-10-26--2018-11-02,us,14sOS5L36385FJ3OL8hew4
131,PASS OUT (feat. 21 Savage),Quavo,1890862,2018-10-26--2018-11-02,us,3edzl4zvKFi0D3iuF6cs2f
132,Promises (with Sam Smith),Calvin Harris,1884373,2018-10-26--2018-11-02,us,5N5k9nd479b1xpDZ4usjrg
133,JAPAN,Famous Dex,1865738,2018-10-26--2018-11-02,us,5PTG6rrL6EPFD9E2QMI2pl
134,Vertigo,Khalid,1856254,2018-10-26--2018-11-02,us,06GcodDliPWAYFX2LSFLIu
135,There's No Way (feat. Julia Michaels),Lauv,1853367,2018-10-26--2018-11-02,us,2hnxrRNzF74mdDzpQZQukQ
136,Black & White,Juice WRLD,1848304,2018-10-26--2018-11-02,us,1R0Ig5KYrSGWvIoPzY4T3l
137,Let It Fly (feat. Travis Scott),Lil Wayne,1845190,2018-10-26--2018-11-02,us,0CBQ0m3mufWH75LTYB3s6h
138,CAN'T GET OVER YOU (feat. Clams Casino),Joji,1834856,2018-10-26--2018-11-02,us,39oeKRgsLeynDIbWuXyA47
139,Jet Lag (feat. Young Scooter),Future,1832783,2018-10-26--2018-11-02,us,2OsDoAzo5SGq10qwmKSQBv
140,Jackie Chan,Tiësto,1809249,2018-10-26--2018-11-02,us,4kWO6O1BUXcZmaxitpVUwp
141,The Middle,Zedd,1788320,2018-10-26--2018-11-02,us,09IStsImFySgyp0pIQdqAc
142,Location,Khalid,1785106,2018-10-26--2018-11-02,us,152lZdxL1OR0ZMW6KquMif
143,NO FUN,Joji,1784408,2018-10-26--2018-11-02,us,4sbtM9ORGwmxGkXfctXbJq
144,No Brainer,DJ Khaled,1778933,2018-10-26--2018-11-02,us,5WvAo7DNuPRmk4APhdPzi8
145,Walk It Talk It,Migos,1763288,2018-10-26--2018-11-02,us,6n4U3TlzUGhdSFbUUhTvLP
146,BUTTERFLY EFFECT,Travis Scott,1754883,2018-10-26--2018-11-02,us,6xcJyGpfZbuuiequtnlKt4
147,Beautiful Crazy,Luke Combs,1733374,2018-10-26--2018-11-02,us,2rxQMGVafnNaRaXlRMWPde
148,ocean eyes,Billie Eilish,1732256,2018-10-26--2018-11-02,us,2uIX8YMNjGMD7441kqyyNU
149,TAlk tO Me (with Rich The Kid),Tory Lanez,1728580,2018-10-26--2018-11-02,us,2cRgo1TiPm7SnPvYzvbOLf
150,Tequila,Dan + Shay,1696022,2018-10-26--2018-11-02,us,42fw0rxRO2xbesF6mJfd4Y
151,I'm Upset,Drake,1687791,2018-10-26--2018-11-02,us,3qN5qMTKyEEmiTZD38BNTT
152,Red Roses (feat. Landon Cube),Lil Skies,1681635,2018-10-26--2018-11-02,us,3ZhTT6yjZwpPph5MIJ53XY
153,Bounce Out With That,YBN Nahmir,1673063,2018-10-26--2018-11-02,us,5gQcxYXqnofyocKgEbGYKt
154,Vaina Loca,Ozuna,1672295,2018-10-26--2018-11-02,us,48zFZh27QU5qsrBjn4C2FA
155,Boo'd Up,Ella Mai,1671148,2018-10-26--2018-11-02,us,0At2qAoaVjIwWNAqrscXli
156,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,1665478,2018-10-26--2018-11-02,us,0kCBorRrKZkSztd9m0QI3r
157,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1661678,2018-10-26--2018-11-02,us,4hQ6UGyWQIGJmHSo0J88JW
158,The Ringer,Eminem,1653893,2018-10-26--2018-11-02,us,2jt2WxXMCD4zjACthkJQVE
159,Electricity (with Dua Lipa),Silk City,1651685,2018-10-26--2018-11-02,us,5N4erncE7kuUccm7zEmwzk
160,Thunder,Imagine Dragons,1650301,2018-10-26--2018-11-02,us,1zB4vmk8tFRmM9UULNzbLB
161,Consequences - orchestra,Camila Cabello,1649639,2018-10-26--2018-11-02,us,1ArLnG0bHaHPXqf08sEKM0
162,LOSE IT (feat. Lil Baby),Quavo,1644221,2018-10-26--2018-11-02,us,69PkhA9q3xCWU2CzoZnLAu
163,Ball For Me (feat. Nicki Minaj),Post Malone,1643086,2018-10-26--2018-11-02,us,6IaieqiCVvsNvEt6Y7yOFa
164,ATTENTION,Joji,1638971,2018-10-26--2018-11-02,us,5aqu5xhPqoOWqF71PkfgM8
165,Highway to Hell,AC/DC,1633236,2018-10-26--2018-11-02,us,2zYzyRzz6pRmhPzyfMEC8s
166,Let You Down,NF,1631450,2018-10-26--2018-11-02,us,52okn5MNA47tk87PeZJLEL
167,Ned Flanders (feat. A$AP Ferg),MadeinTYO,1629211,2018-10-26--2018-11-02,us,2EUNZfjPToKZIahK0WMLKd
168,Bohemian Rhapsody - Remastered 2011,Queen,1624838,2018-10-26--2018-11-02,us,7tFiyTwD0nx5a1eklYtX2J
169,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1620421,2018-10-26--2018-11-02,us,2eAZfqOm4EnOF9VvN50Tyc
170,Havana (feat. Young Thug),Camila Cabello,1618576,2018-10-26--2018-11-02,us,1rfofaqEpACxVEHIZBJe6W
171,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,1610000,2018-10-26--2018-11-02,us,1BuZAIO8WZpavWVbbq3Lci
172,Call Out My Name,The Weeknd,1605687,2018-10-26--2018-11-02,us,1gm616Plq4ScqNi7TVkZ5N
173,Believer,Imagine Dragons,1603311,2018-10-26--2018-11-02,us,0pqnGHJpmpxLKifKRmU6WP
174,Freestyle,Lil Baby,1600350,2018-10-26--2018-11-02,us,5BbdKBZO0TH0GhfxUfyhL9
175,Bank Account,21 Savage,1598488,2018-10-26--2018-11-02,us,2fQrGHiQOvpL9UgPvtYy6G
176,BEBE,6ix9ine,1592196,2018-10-26--2018-11-02,us,7ATATJztoWLcqDAcVVof0C
177,PICK IT UP (feat. A$AP Rocky),Famous Dex,1587140,2018-10-26--2018-11-02,us,0dSIrRkA4PadGll16TgbnV
178,My Blood,Twenty One Pilots,1585546,2018-10-26--2018-11-02,us,5HeKOKc4phmLn8e4I7EkzD
179,Shoota (feat. Lil Uzi Vert),Playboi Carti,1568585,2018-10-26--2018-11-02,us,2BJSMvOGABRxokHKB0OI8i
180,SWISH,Tyga,1563330,2018-10-26--2018-11-02,us,55GiOwtxNajXVbpjjIzMnD
181,Life Goes On,Lil Baby,1558361,2018-10-26--2018-11-02,us,2bSk87AVkCIIC3Bcligq1z
182,You Say,Lauren Daigle,1547290,2018-10-26--2018-11-02,us,3ngc7rGlfeFaskU90EWl4R
183,DrIP DrIp Drip (feat. Meek Mill),Tory Lanez,1546139,2018-10-26--2018-11-02,us,6SPYOjTjqvidDI24Hy9lwX
184,Heaven,Kane Brown,1545872,2018-10-26--2018-11-02,us,1HXy5I3HTWq8OvxCn0z7G7
185,I'm a Mess,Bebe Rexha,1539397,2018-10-26--2018-11-02,us,04ZTP5KsCypmtCmQg5tH9R
186,Mo Paper,Rich The Kid,1533111,2018-10-26--2018-11-02,us,13H2hdEQe1gZZZhtBK9xcq
187,Closer,The Chainsmokers,1526851,2018-10-26--2018-11-02,us,7BKLCZ1jbUBVqRi2FVlTVw
188,Realer N Realer,Future,1524833,2018-10-26--2018-11-02,us,4VMiNOpnjRwSCwmHaUfOMM
189,Best Part (feat. Daniel Caesar),H.E.R.,1522917,2018-10-26--2018-11-02,us,4OBZT9EnhYIV17t4pGw7ig
190,Silence,Marshmello,1514620,2018-10-26--2018-11-02,us,7vGuf3Y35N4wmASOKLUVVU
191,Lost In Japan - Remix,Shawn Mendes,1506529,2018-10-26--2018-11-02,us,575NJxNUVDqwJGdzBrlLbv
192,Pretty Little Fears (feat. J. Cole),6LACK,1501620,2018-10-26--2018-11-02,us,4at3d5QWnlibMVN75ECDrp
193,Stir Fry,Migos,1499434,2018-10-26--2018-11-02,us,2UVbBKQOdFAekPTRsnkzcf
194,Monster Mash,"Bobby ""Boris"" Pickett",1492086,2018-10-26--2018-11-02,us,0xxZY5C9xxij3D1HkzbnfC
195,Bodak Yellow,Cardi B,1483546,2018-10-26--2018-11-02,us,6KBYefIoo7KydImq1uUQlL
196,1-800-273-8255,Logic,1482065,2018-10-26--2018-11-02,us,5tz69p7tJuGPeMGwNTxYuV
197,Stay,Post Malone,1481206,2018-10-26--2018-11-02,us,4H7WNRErSbONkM06blBoGc
198,Champion (feat. Travis Scott),NAV,1480555,2018-10-26--2018-11-02,us,6nO3tr47nr2P7f3hXb8JIo
199,WANTED U,Joji,1475462,2018-10-26--2018-11-02,us,0Y9D1Bc4fAkeZnVsGKdij6
200,All The Stars (with SZA),Kendrick Lamar,1471106,2018-10-26--2018-11-02,us,3GCdLUSnKSMJhs4Tj6CV3s
1,"thank u, next",Ariana Grande,22461370,2018-11-02--2018-11-09,us,2rPE9A1vEgShuZxxzR2tZH
2,Mo Bamba,Sheck Wes,11193239,2018-11-02--2018-11-09,us,1xzBco0xcoJEDXktl7Jxrr
3,SICKO MODE,Travis Scott,9906226,2018-11-02--2018-11-09,us,2xLMifQCjDGFmkHkpNLD9h
4,ZEZE (feat. Travis Scott & Offset),Kodak Black,9748682,2018-11-02--2018-11-09,us,7l3E7lcozEodtVsSTCkcaA
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9376246,2018-11-02--2018-11-09,us,1A6OTy97kk0mMdm78rHsm8
6,Drip Too Hard (Lil Baby & Gunna),Lil Baby,9000514,2018-11-02--2018-11-09,us,78QR3Wp35dqAhFEc2qAGjE
7,Without Me,Halsey,8759325,2018-11-02--2018-11-09,us,5p7ujcrUXASCNwRaWNHR1C
8,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,6880628,2018-11-02--2018-11-09,us,2LskIZrCeLxRvCiGP8gxlh
9,Lucid Dreams,Juice WRLD,6857720,2018-11-02--2018-11-09,us,0s3nnoMeVWz3989MkNQiRf
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,6676190,2018-11-02--2018-11-09,us,4w8niZpiMy6qz1mntFA5uM
11,10 Freaky Girls (with 21 Savage),Metro Boomin,6572352,2018-11-02--2018-11-09,us,43lYaovU2FoeuBMNusVVVW
12,Happier,Marshmello,6422574,2018-11-02--2018-11-09,us,2dpaYNEQHiRxtZbfNsse99
13,MIA (feat. Drake),Bad Bunny,6247512,2018-11-02--2018-11-09,us,116H0KvKr2Zl4RPuVBruDO
14,when the party's over,Billie Eilish,6223972,2018-11-02--2018-11-09,us,14JzyD6FlBD5z0wV5P07YI
15,Don't Come Out The House (with 21 Savage),Metro Boomin,5885731,2018-11-02--2018-11-09,us,1m6lqaLvUTxPjOo98fJH8U
16,Wake Up in the Sky,Gucci Mane,5870891,2018-11-02--2018-11-09,us,0QIjsbm2fh1cJ45XO9eGqq
17,Better,Khalid,5793484,2018-11-02--2018-11-09,us,6zeeWid2sgw4lap2jV61PZ
18,SAD!,XXXTENTACION,5740278,2018-11-02--2018-11-09,us,3ee8Jmje8o58CHK66QrVC2
19,Moonlight,XXXTENTACION,5331531,2018-11-02--2018-11-09,us,0JP9xo3adEtGSdUEISiszL
20,Space Cadet (feat. Gunna),Metro Boomin,5280511,2018-11-02--2018-11-09,us,5gub2bpJRgJP4m4MliqtdV
21,Fine China,Future,5196717,2018-11-02--2018-11-09,us,5274I4mUMnYczyeXkGDWZN
22,Better Now,Post Malone,5161955,2018-11-02--2018-11-09,us,7dt6x5M1jzdTEt8oCbisTK
23,Nonstop,Drake,5013292,2018-11-02--2018-11-09,us,0TlLq3lA83rQOYtrqBqSct
24,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4994229,2018-11-02--2018-11-09,us,6wWaVoUOzLQJHd3bWAUpdZ
25,Leave Me Alone,Flipp Dinero,4980922,2018-11-02--2018-11-09,us,14mHfNsSHN0FbLftyjrV9g
26,Money,Cardi B,4756659,2018-11-02--2018-11-09,us,2GGMabyHXnJmjY6CXhhB2e
27,Falling Down - Bonus Track,Lil Peep,4682790,2018-11-02--2018-11-09,us,0Dn40gxVCMo5TkgS8Ik18Q
28,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,4604314,2018-11-02--2018-11-09,us,2E124GmJRnBJuXbTb4cPUB
29,Overdue (with Travis Scott),Metro Boomin,4528743,2018-11-02--2018-11-09,us,2mYDDUkBcgFNBqkWctyyuc
30,Shallow,Lady Gaga,4290119,2018-11-02--2018-11-09,us,2VxeLyX666F8uXCJ0dZF8B
31,Noticed,Lil Mosey,4284395,2018-11-02--2018-11-09,us,6JQvHMSaR8flFsN53ypOfP
32,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,4270269,2018-11-02--2018-11-09,us,1HLL8X0LH20F6Z9SLXLIjr
33,Taste (feat. Offset),Tyga,4242512,2018-11-02--2018-11-09,us,5IaHrVsrferBYDm0bDyABy
34,Yes Indeed,Lil Baby,4154098,2018-11-02--2018-11-09,us,6vN77lE9LK6HP2DewaN6HZ
35,Jocelyn Flores,XXXTENTACION,4106056,2018-11-02--2018-11-09,us,7m9OqQk4RVRkw9JJdeAw96
36,I Love It (& Lil Pump),Kanye West,4091276,2018-11-02--2018-11-09,us,4S8d14HvHb70ImctNgVzQQ
37,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,3953109,2018-11-02--2018-11-09,us,6osMzmRHCVETbZMHceLRmh
38,Eastside (with Halsey & Khalid),benny blanco,3887809,2018-11-02--2018-11-09,us,0d2iYfpKoM0QCKvcLCkBao
39,In My Feelings,Drake,3658804,2018-11-02--2018-11-09,us,2G7V7zsVDxg1yRsu7Ew9RJ
40,REEL IT IN,Aminé,3648099,2018-11-02--2018-11-09,us,5qHirGR7M9tdm6C17DlzSY
41,No Stylist (feat. Drake),French Montana,3643279,2018-11-02--2018-11-09,us,04MLEeAMuV9IlHEsD8vF6A
42,breathin,Ariana Grande,3609729,2018-11-02--2018-11-09,us,4OafepJy2teCjYJbvFE60J
43,Fuck Love (feat. Trippie Redd),XXXTENTACION,3597917,2018-11-02--2018-11-09,us,7AQim7LbvFVZJE3O8TYgf2
44,New Patek,Lil Uzi Vert,3559424,2018-11-02--2018-11-09,us,0Fpen1PTuEnCmOJtUU9Iud
45,I Like It,Cardi B,3532000,2018-11-02--2018-11-09,us,58q2HKrzhC3ozto2nDdN4z
46,Last Memory,Takeoff,3509532,2018-11-02--2018-11-09,us,1fvCggAYrW0VtCljtqv4h2
47,All Girls Are The Same,Juice WRLD,3462976,2018-11-02--2018-11-09,us,0XySogm94T51XF5F2jumXm
48,Topanga,Trippie Redd,3396588,2018-11-02--2018-11-09,us,3tcnWNjEXyXCbFR9zonrX2
49,Ruin My Life,Zara Larsson,3392946,2018-11-02--2018-11-09,us,5tAa8Uaqr4VvA3693mbIhU
50,changes,XXXTENTACION,3372628,2018-11-02--2018-11-09,us,7AFASza1mXqntmGtbxXprO
51,Bohemian Rhapsody - Remastered 2011,Queen,3367322,2018-11-02--2018-11-09,us,7tFiyTwD0nx5a1eklYtX2J
52,God is a woman,Ariana Grande,3327659,2018-11-02--2018-11-09,us,5OCJzvD7sykQEKHH7qAC3C
53,Lean Wit Me,Juice WRLD,3261722,2018-11-02--2018-11-09,us,29tc0GbW0pTSBZSCZF3NWk
54,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3260412,2018-11-02--2018-11-09,us,0ZNrc4kNeQYD9koZ3KvCsy
55,rockstar (feat. 21 Savage),Post Malone,3190091,2018-11-02--2018-11-09,us,0e7ipj03S05BNilyu5bRzt
56,Psycho (feat. Ty Dolla $ign),Post Malone,3141642,2018-11-02--2018-11-09,us,3swc6WTsr7rl9DqQKQA55C
57,I Fall Apart,Post Malone,3092639,2018-11-02--2018-11-09,us,75ZvA4QfFiZvzhj2xkaWAh
58,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,3087079,2018-11-02--2018-11-09,us,0dbTQYW3Ad1FTzIA9t90E8
59,lovely (with Khalid),Billie Eilish,3073779,2018-11-02--2018-11-09,us,0u2P5u6lvoDfwTYjAADbn4
60,Casper,Takeoff,3064086,2018-11-02--2018-11-09,us,1B4gJRq61xTs6r1O0Uq2iY
61,Sweet but Psycho,Ava Max,3001808,2018-11-02--2018-11-09,us,25sgk305KZfyuqVBQIahim
62,SLOW DANCING IN THE DARK,Joji,2998032,2018-11-02--2018-11-09,us,0rKtyWc8bvkriBthvHKY8d
63,Lucky You (feat. Joyner Lucas),Eminem,2990877,2018-11-02--2018-11-09,us,60SdxE8apGAxMiRrpbmLY0
64,Youngblood,5 Seconds of Summer,2980326,2018-11-02--2018-11-09,us,2iUXsYOEPhVqEBwsqP70rE
65,Suncity (feat. Empress Of),Khalid,2950806,2018-11-02--2018-11-09,us,4AhSkRYioEIfGvCV19peYN
66,WORKIN ME,Quavo,2950173,2018-11-02--2018-11-09,us,4MAsYGSgxsaj73dC2lvFC4
67,Trip,Ella Mai,2949972,2018-11-02--2018-11-09,us,6CTWathupIiDs7U4InHnDA
68,God's Plan,Drake,2944338,2018-11-02--2018-11-09,us,6DCZcSspjsKoFjzjrWoCdn
69,High Hopes,Panic! At The Disco,2941403,2018-11-02--2018-11-09,us,1rqqCSm0Qe4I9rUvWncaom
70,Woman Like Me (feat. Nicki Minaj),Little Mix,2922889,2018-11-02--2018-11-09,us,6rrTr2HEAzlpC4KWZxF3S1
71,no tears left to cry,Ariana Grande,2838285,2018-11-02--2018-11-09,us,2qT1uLXPVPzGgFOx4jtEuo
72,Always Remember Us This Way,Lady Gaga,2775239,2018-11-02--2018-11-09,us,2rbDhOo9Fh61Bbu23T2qCk
73,Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,2766436,2018-11-02--2018-11-09,us,27P4XoNXXEV4lTc3sB61RK
74,Lesbian (feat. Gunna & Young Thug),Metro Boomin,2668865,2018-11-02--2018-11-09,us,3tkFCUaISwablf9MJydsuB
75,Hard Work Pays Off,Future,2661286,2018-11-02--2018-11-09,us,6gzIcEUuswJQGfJNPYMjjv
76,Uproar,Lil Wayne,2647928,2018-11-02--2018-11-09,us,3wScL5W8H40zzCKN0atfBk
77,STOOPID,6ix9ine,2646059,2018-11-02--2018-11-09,us,1jQvUmf16VE9WQCPuK2e8K
78,Look Alive (feat. Drake),BlocBoy JB,2638750,2018-11-02--2018-11-09,us,4qKcDkK6siZ7Jp1Jb4m0aL
79,Natural,Imagine Dragons,2637805,2018-11-02--2018-11-09,us,4zIO3ilp5HvTeK3HJHxhMP
80,Everybody Dies In Their Nightmares,XXXTENTACION,2634832,2018-11-02--2018-11-09,us,3GVkPk8mqxz0itaAriG1L7
81,STARGAZING,Travis Scott,2621359,2018-11-02--2018-11-09,us,7wBJfHzpfI3032CSD7CE2m
82,Beautiful (feat. Camila Cabello),Bazzi,2568910,2018-11-02--2018-11-09,us,4VUwkH455At9kENOfzTqmF
83,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2560605,2018-11-02--2018-11-09,us,4edS9dC0JPBlSS4p4gMOT0
84,Girls Like You (feat. Cardi B),Maroon 5,2555975,2018-11-02--2018-11-09,us,7fa9MBXhVfQ8P8Df9OEbD8
85,Ric Flair Drip (& Metro Boomin),Offset,2532646,2018-11-02--2018-11-09,us,7sO5G9EABYOXQKNPNiE9NR
86,10AM/Save The World (feat. Gucci Mane),Metro Boomin,2531045,2018-11-02--2018-11-09,us,6qZANDqrSAvfuSjcxBP1PD
87,YOSEMITE,Travis Scott,2520309,2018-11-02--2018-11-09,us,7lAK3oHbfEnvUQWosrMMpR
88,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2501084,2018-11-02--2018-11-09,us,5JEx7HbmvHQQswJCsoo9rA
89,Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,2495499,2018-11-02--2018-11-09,us,0McI9sOmkpfd4E72njtU0G
90,Kiss and Make Up,Dua Lipa,2444786,2018-11-02--2018-11-09,us,13hvHEstJ4sNbzdroPrPI3
91,Nice For What,Drake,2427616,2018-11-02--2018-11-09,us,3CA9pLiwRIGtUBiMjbZmRw
92,Dip (feat. Nicki Minaj),Tyga,2424370,2018-11-02--2018-11-09,us,4hXDobvUaXyDFLnmecoY0z
93,Love Lies (with Normani),Khalid,2410528,2018-11-02--2018-11-09,us,45Egmo7icyopuzJN0oMEdk
94,XO Tour Llif3,Lil Uzi Vert,2376379,2018-11-02--2018-11-09,us,7GX5flRQZVHRAGd6B4TmDO
95,Wasted (feat. Lil Uzi Vert),Juice WRLD,2362469,2018-11-02--2018-11-09,us,3obgSF06ki98lYNLNq5vCB
96,I Found You (with Calvin Harris),benny blanco,2340708,2018-11-02--2018-11-09,us,5sdb5pMhcK44SSLsj1moUh
97,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,2288216,2018-11-02--2018-11-09,us,0KPiSFlz5OUCgw7nwvhYWe
98,Hope,XXXTENTACION,2269359,2018-11-02--2018-11-09,us,2ZRo7axmMPeSVUvDbGkJah
99,Only 1 (Interlude) (with Travis Scott),Metro Boomin,2241541,2018-11-02--2018-11-09,us,2kJAhu7mesSEkML8zviSNX
100,Consequences - orchestra,Camila Cabello,2228689,2018-11-02--2018-11-09,us,1ArLnG0bHaHPXqf08sEKM0
101,Te Boté - Remix,Nio Garcia,2214525,2018-11-02--2018-11-09,us,3V8UKqhEK5zBkBb6d6ub8i
102,Plug Walk,Rich The Kid,2204551,2018-11-02--2018-11-09,us,1ZAyjvIk9YiD76yYy0TEG6
103,idontwannabeyouanymore,Billie Eilish,2178252,2018-11-02--2018-11-09,us,41zXlQxzTi6cGAjpOXyLYH
104,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,2169104,2018-11-02--2018-11-09,us,304CtPEPYQS6hbM4CubVti
105,Close Friends (Lil Baby & Gunna),Lil Baby,2162730,2018-11-02--2018-11-09,us,5nzhL67GpF9szXWg5y509A
106,Congratulations,Post Malone,2160307,2018-11-02--2018-11-09,us,3a1lNhkSLSkpJE4MSHpDu9
107,Look At Me!,XXXTENTACION,2146215,2018-11-02--2018-11-09,us,6eYxmK9fdL4hwLnXG2zY3s
108,Be Alright,Dean Lewis,2136681,2018-11-02--2018-11-09,us,3EPXxR3ImUwfayaurPi3cm
109,Waste It On Me (feat. BTS),Steve Aoki,2131194,2018-11-02--2018-11-09,us,2r1T6xGTVaNAqBoPH4lZEE
110,the remedy for a broken heart (why am I so in love),XXXTENTACION,2125545,2018-11-02--2018-11-09,us,4UKCKdYiLN6IMA5ZESUTL7
111,Saturday Nights,Khalid,2118485,2018-11-02--2018-11-09,us,5kfNriitmkNE8mUbZ7gbq8
112,Killshot,Eminem,2095013,2018-11-02--2018-11-09,us,1jo3TwNGCXfNdB5uba3ZVv
113,Lust,Lil Skies,2091812,2018-11-02--2018-11-09,us,7oJrVhiTPZGBXWPwhxjy9S
114,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2076812,2018-11-02--2018-11-09,us,4e4fqjx0Izh4svvTef1z7e
115,She Gon Wink,Takeoff,2048382,2018-11-02--2018-11-09,us,5oeKHrUHPT4lUKrDRVlWNp
116,I Like Me Better,Lauv,2021726,2018-11-02--2018-11-09,us,2P91MQbaiQOfbiz9VqhqKQ
117,goosebumps,Travis Scott,2020857,2018-11-02--2018-11-09,us,6gBFPUFcJLzWGx4lenP6h2
118,Another One Bites The Dust - Remastered 2011,Queen,2013567,2018-11-02--2018-11-09,us,5vdp5UmvTsnMEMESIF2Ym7
119,Self Care,Mac Miller,2003287,2018-11-02--2018-11-09,us,5bJ1DrEM4hNCafcDd1oxHx
120,Speechless,Dan + Shay,2002433,2018-11-02--2018-11-09,us,3GJ4hzg4lrGwU51Y3VARbF
121,Drew Barrymore,Bryce Vine,1999297,2018-11-02--2018-11-09,us,0OgGn1ofaj55l2PcihQQGV
122,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1989968,2018-11-02--2018-11-09,us,6j97zG4DDrh3oUa6rZbFOs
123,Taking A Walk,Trippie Redd,1961472,2018-11-02--2018-11-09,us,4mHgYpuGHu99Mw69E83CP2
124,Sin (feat. Jaden Smith),Young Thug,1951782,2018-11-02--2018-11-09,us,1Jl21sidRpEdlVBvYbssLx
125,Young Dumb & Broke,Khalid,1949531,2018-11-02--2018-11-09,us,5Z3GHaZ6ec9bsiI5BenrbY
126,Kamikaze,Lil Mosey,1929676,2018-11-02--2018-11-09,us,1iPBD72u3nAyFEeardYuBV
127,HUMBLE.,Kendrick Lamar,1926360,2018-11-02--2018-11-09,us,7KXjTSCq5nL1LoYtL7XAwS
128,Happy Now,Kygo,1924852,2018-11-02--2018-11-09,us,14sOS5L36385FJ3OL8hew4
129,Murder On My Mind,YNW Melly,1921935,2018-11-02--2018-11-09,us,7eBqSVxrzQZtK2mmgRG6lC
130,Nowadays (feat. Landon Cube),Lil Skies,1912040,2018-11-02--2018-11-09,us,2u7mxWSeoqTXndK5e08jMp
131,Roll in Peace (feat. XXXTENTACION),Kodak Black,1893755,2018-11-02--2018-11-09,us,40oKW22ZNNkEdZLJTScaQI
132,Somebody To Love - Remastered 2011,Queen,1883456,2018-11-02--2018-11-09,us,6cFZ4PLC19taNlpl9pbGMf
133,OTW,Khalid,1876444,2018-11-02--2018-11-09,us,6Hgh47WXVKtXN5zGOu0hjI
134,Legends,Juice WRLD,1876366,2018-11-02--2018-11-09,us,1Knctxx9vGZxpZfF66BIEa
135,Mine,Bazzi,1873555,2018-11-02--2018-11-09,us,7uzmGiiJyRfuViKKK3lVmR
136,All I Want for Christmas Is You,Mariah Carey,1867808,2018-11-02--2018-11-09,us,0bYg9bo50gSsH3LtXe2SQn
137,Candy Paint,Post Malone,1866899,2018-11-02--2018-11-09,us,32lItqlMi4LBhb4k0BaSaC
138,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1848935,2018-11-02--2018-11-09,us,7ycWLEP1GsNjVvcjawXz3z
139,ocean eyes,Billie Eilish,1839502,2018-11-02--2018-11-09,us,2uIX8YMNjGMD7441kqyyNU
140,Venom - Music From The Motion Picture,Eminem,1839452,2018-11-02--2018-11-09,us,2SL6oP2YAEQbqsrkOzRGO4
141,Don't Stop Me Now - Remastered 2011,Queen,1822655,2018-11-02--2018-11-09,us,5T8EDUDqKcs6OSOwEsfqG7
142,JAPAN,Famous Dex,1821265,2018-11-02--2018-11-09,us,5PTG6rrL6EPFD9E2QMI2pl
143,YEAH RIGHT,Joji,1811414,2018-11-02--2018-11-09,us,1VGzxJnVQND7Cg5H5wGj14
144,The Middle,Zedd,1789385,2018-11-02--2018-11-09,us,09IStsImFySgyp0pIQdqAc
145,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1782129,2018-11-02--2018-11-09,us,4hQ6UGyWQIGJmHSo0J88JW
146,Let You Love Me,Rita Ora,1782064,2018-11-02--2018-11-09,us,6xtcFXSo8H9BZN637BMVKS
147,Shake It Up,Trippie Redd,1777560,2018-11-02--2018-11-09,us,6yz0Jndhv0QjKdpcEMbOjz
148,There's No Way (feat. Julia Michaels),Lauv,1772791,2018-11-02--2018-11-09,us,2hnxrRNzF74mdDzpQZQukQ
